start_date,priority,experience_cat,team_size,budget,type,status,end_date
2025-07-18,low,medium,4,67300,bug,completed,2025-08-22
2025-07-18,high,low,4,61700,bug,completed,2025-08-13
2025-07-18,high,low,7,62700,bug,completed,2025-08-15
2025-07-18,low,high,5,50600,chore,completed,2025-08-14
2025-07-18,medium,low,7,64100,feature,completed,2025-08-12
2025-07-18,medium,high,6,66600,feature,completed,2025-07-20
2025-07-18,low,low,5,60100,feature,completed,2025-08-05
2025-07-18,medium,low,6,32200,bug,completed,2025-08-30
2025-07-18,high,medium,7,47900,bug,completed,2025-07-20
2025-07-18,low,high,5,73000,bug,completed,2025-08-14
2025-07-18,high,medium,6,60200,doc,completed,2025-08-05
2025-07-19,high,medium,5,67600,chore,completed,2025-08-03
2025-07-19,low,medium,5,38300,bug,completed,2025-08-10
2025-07-19,medium,medium,6,66200,bug,completed,2025-07-27
2025-07-19,medium,low,8,9100,feature,completed,2025-08-12
2025-07-19,low,medium,8,41700,doc,cancelled,2025-08-23
2025-07-19,low,high,6,44700,feature,completed,2025-08-10
2025-07-19,medium,low,6,50500,feature,completed,2025-09-17
2025-07-19,low,medium,6,56100,doc,completed,2025-08-17
2025-07-19,medium,high,5,61800,bug,completed,2025-08-06
2025-07-19,medium,high,2,49400,bug,completed,2025-08-13
2025-07-19,medium,medium,6,32800,chore,completed,2025-07-24
2025-07-19,high,medium,6,48600,chore,completed,2025-07-29
2025-07-19,medium,low,7,45800,bug,completed,2025-07-31
2025-07-19,low,medium,6,75800,chore,completed,2025-08-20
2025-07-19,high,high,9,54800,feature,completed,2025-08-26
2025-07-19,medium,medium,6,35800,feature,completed,2025-08-08
2025-07-19,low,medium,10,27800,feature,completed,2025-07-29
2025-07-19,low,medium,5,32400,feature,completed,2025-09-10
2025-07-19,low,low,6,65000,feature,completed,2025-07-31
2025-07-19,medium,low,7,55800,feature,completed,2025-09-17
2025-07-19,low,medium,7,47400,bug,completed,2025-08-02
2025-07-19,low,medium,10,59400,chore,completed,2025-08-13
2025-07-19,low,low,6,56900,feature,completed,2025-07-26
2025-07-19,high,medium,7,46900,chore,completed,2025-08-08
2025-07-19,low,medium,9,59200,bug,completed,2025-07-26
2025-07-19,medium,medium,11,65600,feature,completed,2025-08-08
2025-07-19,low,low,8,37600,feature,completed,2025-07-22
2025-07-19,high,low,5,29100,chore,completed,2025-08-27
2025-07-19,medium,low,9,39400,chore,completed,2025-07-23
2025-07-19,high,low,8,49000,bug,completed,2025-08-17
2025-07-19,low,medium,7,62100,feature,completed,2025-07-28
2025-07-19,medium,medium,6,52000,bug,completed,2025-09-17
2025-07-19,medium,low,5,49500,bug,completed,2025-09-17
2025-07-19,low,high,9,43400,bug,completed,2025-08-04
2025-07-19,high,medium,7,37600,bug,completed,2025-08-16
2025-07-19,medium,medium,5,36000,bug,completed,2025-07-31
2025-07-19,high,high,10,12000,bug,completed,2025-08-08
2025-07-20,medium,medium,7,50300,bug,completed,2025-08-03
2025-07-20,medium,medium,3,21200,bug,completed,2025-08-11
2025-07-20,high,medium,6,46600,bug,completed,2025-08-12
2025-07-20,high,low,8,29400,bug,completed,2025-08-22
2025-07-20,low,low,4,67000,feature,completed,2025-09-18
2025-07-20,low,low,4,41900,bug,completed,2025-08-09
2025-07-20,medium,low,6,48000,bug,completed,2025-07-29
2025-07-20,low,high,2,47700,bug,completed,2025-09-13
2025-07-20,low,medium,4,34600,feature,completed,2025-09-18
2025-07-20,high,high,7,72400,doc,completed,2025-08-18
2025-07-20,high,medium,11,33300,feature,completed,2025-08-14
2025-07-20,medium,medium,8,67700,feature,completed,2025-08-21
2025-07-20,low,medium,5,57900,doc,completed,2025-08-07
2025-07-20,medium,medium,9,46000,feature,completed,2025-08-06
2025-07-20,medium,medium,9,44700,bug,completed,2025-08-18
2025-07-20,medium,low,3,31900,chore,completed,2025-08-16
2025-07-20,medium,medium,4,80700,bug,completed,2025-09-18
2025-07-20,medium,medium,6,29800,bug,completed,2025-08-18
2025-07-20,high,high,7,60200,bug,completed,2025-08-16
2025-07-20,low,medium,3,75900,chore,completed,2025-08-15
2025-07-20,high,medium,3,54100,bug,completed,2025-08-26
2025-07-20,medium,medium,8,73800,bug,completed,2025-07-27
2025-07-20,medium,medium,6,46400,chore,completed,2025-07-23
2025-07-20,medium,high,6,76000,feature,completed,2025-08-20
2025-07-20,low,medium,8,32900,bug,completed,2025-08-06
2025-07-20,high,low,4,76200,bug,completed,2025-08-27
2025-07-20,low,medium,5,59500,doc,completed,2025-07-27
2025-07-20,medium,high,9,43400,doc,completed,2025-08-30
2025-07-20,medium,medium,5,23400,bug,completed,2025-07-29
2025-07-20,high,low,5,52000,bug,completed,2025-08-03
2025-07-20,low,low,3,56200,bug,completed,2025-09-18
2025-07-20,medium,medium,6,44300,feature,completed,2025-07-27
2025-07-20,low,low,7,52700,bug,completed,2025-08-04
2025-07-20,medium,high,8,41300,bug,completed,2025-08-06
2025-07-20,medium,low,7,61300,feature,completed,2025-08-06
2025-07-20,low,high,7,44700,chore,completed,2025-09-18
2025-07-20,medium,medium,9,46200,bug,completed,2025-09-18
2025-07-20,low,medium,5,68600,bug,completed,2025-08-01
2025-07-20,medium,low,6,57400,feature,completed,2025-08-07
2025-07-20,medium,medium,5,70900,bug,completed,2025-08-25
2025-07-20,low,medium,6,28600,bug,completed,2025-07-30
2025-07-20,medium,medium,5,50200,feature,completed,2025-08-13
2025-07-20,medium,high,6,38100,bug,completed,2025-08-19
2025-07-20,low,medium,2,6800,feature,completed,2025-07-23
2025-07-20,medium,low,9,51200,bug,completed,2025-08-11
2025-07-21,medium,medium,6,33100,bug,completed,2025-07-31
2025-07-21,medium,high,5,65300,feature,completed,2025-08-18
2025-07-21,high,medium,8,50800,bug,completed,2025-08-15
2025-07-21,medium,medium,7,70400,feature,completed,2025-08-11
2025-07-21,low,medium,4,41100,feature,completed,2025-07-26
2025-07-21,high,low,3,47300,bug,completed,2025-08-11
2025-07-21,medium,medium,5,24200,doc,completed,2025-08-01
2025-07-21,high,medium,5,60800,feature,completed,2025-09-01
2025-07-21,medium,low,7,46300,feature,completed,2025-09-03
2025-07-21,low,medium,5,31400,chore,completed,2025-08-23
2025-07-21,low,low,5,52500,feature,completed,2025-07-31
2025-07-21,low,medium,8,52100,bug,completed,2025-09-19
2025-07-21,medium,medium,5,51100,bug,completed,2025-09-07
2025-07-21,high,medium,5,61400,bug,completed,2025-08-02
2025-07-21,high,low,7,87200,feature,completed,2025-07-31
2025-07-21,high,medium,4,29000,feature,completed,2025-09-03
2025-07-21,medium,low,6,44800,feature,completed,2025-08-16
2025-07-21,medium,medium,2,44900,bug,completed,2025-08-15
2025-07-21,medium,high,7,43300,chore,completed,2025-09-19
2025-07-21,low,medium,9,46600,bug,completed,2025-08-06
2025-07-21,medium,medium,2,22900,bug,completed,2025-07-23
2025-07-21,high,medium,6,75900,bug,completed,2025-08-14
2025-07-21,high,low,6,44600,feature,completed,2025-08-05
2025-07-21,medium,low,4,69800,bug,completed,2025-08-09
2025-07-21,medium,medium,7,62700,feature,completed,2025-08-22
2025-07-21,high,medium,4,31800,feature,completed,2025-09-11
2025-07-21,medium,medium,4,39900,chore,completed,2025-08-03
2025-07-21,high,medium,9,31800,bug,completed,2025-09-15
2025-07-21,medium,medium,8,58700,chore,completed,2025-09-10
2025-07-21,low,medium,6,41200,chore,completed,2025-08-08
2025-07-21,medium,high,6,37300,bug,completed,2025-08-04
2025-07-21,medium,low,4,48900,bug,completed,2025-08-27
2025-07-21,high,high,6,43100,chore,completed,2025-08-05
2025-07-21,medium,medium,8,38400,feature,completed,2025-08-03
2025-07-21,medium,low,8,72000,bug,completed,2025-09-08
2025-07-21,medium,medium,8,64000,feature,completed,2025-08-09
2025-07-21,low,high,4,79400,bug,completed,2025-08-14
2025-07-21,medium,medium,4,54100,chore,completed,2025-07-24
2025-07-21,low,high,3,28600,feature,completed,2025-08-20
2025-07-21,low,medium,9,35700,chore,completed,2025-08-05
2025-07-21,low,low,4,63600,bug,completed,2025-08-25
2025-07-21,medium,medium,8,59000,bug,completed,2025-08-25
2025-07-21,medium,medium,5,41100,bug,completed,2025-08-17
2025-07-21,medium,medium,6,53200,feature,completed,2025-07-28
2025-07-21,medium,medium,2,77500,feature,completed,2025-07-28
2025-07-21,medium,high,5,43400,chore,completed,2025-08-29
2025-07-21,medium,high,4,88100,bug,completed,2025-08-13
2025-07-21,medium,medium,8,56800,bug,completed,2025-08-10
2025-07-21,medium,medium,8,49600,feature,completed,2025-08-11
2025-07-21,medium,medium,6,37300,feature,completed,2025-08-30
2025-07-21,high,medium,7,56000,bug,completed,2025-07-30
2025-07-21,low,medium,8,71200,feature,completed,2025-08-29
2025-07-21,medium,medium,6,33700,bug,completed,2025-08-09
2025-07-21,high,high,3,67400,bug,completed,2025-08-14
2025-07-21,low,medium,1,36300,feature,completed,2025-07-31
2025-07-21,medium,low,5,45300,feature,completed,2025-08-06
2025-07-21,medium,medium,3,41100,bug,completed,2025-08-07
2025-07-21,high,medium,8,55900,doc,completed,2025-09-09
2025-07-21,medium,medium,5,34400,doc,completed,2025-08-29
2025-07-21,medium,medium,6,30600,feature,completed,2025-09-03
2025-07-21,medium,medium,7,55400,feature,completed,2025-08-30
2025-07-21,high,low,3,33900,feature,completed,2025-08-30
2025-07-21,high,medium,4,29800,feature,completed,2025-08-06
2025-07-21,low,medium,9,49600,chore,completed,2025-08-05
2025-07-21,high,medium,9,65900,bug,completed,2025-08-06
2025-07-21,medium,medium,4,41300,bug,completed,2025-08-26
2025-07-21,medium,low,5,21600,bug,completed,2025-08-11
2025-07-21,high,medium,8,32000,bug,completed,2025-08-31
2025-07-21,low,medium,6,59500,bug,completed,2025-08-15
2025-07-21,high,medium,3,79900,doc,completed,2025-09-17
2025-07-21,medium,medium,5,47000,chore,completed,2025-08-19
2025-07-21,medium,high,6,26900,feature,completed,2025-08-09
2025-07-21,high,low,5,49100,chore,completed,2025-07-29
2025-07-21,high,high,6,31000,bug,completed,2025-08-05
2025-07-21,low,medium,6,66200,bug,completed,2025-07-29
2025-07-21,high,high,5,49300,feature,completed,2025-08-14
2025-07-21,low,medium,4,72000,chore,completed,2025-08-09
2025-07-21,medium,low,10,51400,bug,completed,2025-09-19
2025-07-22,medium,low,4,27800,feature,completed,2025-08-15
2025-07-22,low,medium,3,28900,bug,completed,2025-08-01
2025-07-22,medium,medium,3,51000,bug,completed,2025-08-13
2025-07-22,high,medium,4,63300,bug,completed,2025-08-14
2025-07-22,high,medium,6,59400,feature,completed,2025-09-03
2025-07-22,medium,medium,6,43800,feature,completed,2025-08-08
2025-07-22,medium,low,8,47500,feature,completed,2025-08-02
2025-07-22,medium,low,8,56300,bug,completed,2025-07-29
2025-07-22,high,low,8,30000,bug,completed,2025-08-17
2025-07-22,high,low,9,25100,bug,completed,2025-08-27
2025-07-22,medium,low,6,26600,bug,completed,2025-08-06
2025-07-22,high,medium,9,52100,bug,completed,2025-08-11
2025-07-22,medium,low,4,36300,feature,completed,2025-07-29
2025-07-22,high,medium,4,31700,bug,completed,2025-08-22
2025-07-22,medium,medium,6,36700,bug,completed,2025-08-20
2025-07-22,medium,low,6,49000,bug,completed,2025-08-24
2025-07-22,low,medium,6,53200,chore,completed,2025-08-06
2025-07-22,high,medium,6,55800,bug,completed,2025-08-20
2025-07-22,low,low,5,47000,chore,completed,2025-08-11
2025-07-22,medium,low,5,31000,bug,completed,2025-08-11
2025-07-22,medium,medium,5,64000,chore,completed,2025-08-09
2025-07-22,medium,high,4,52200,bug,completed,2025-09-01
2025-07-22,medium,high,8,63700,feature,completed,2025-08-10
2025-07-22,high,medium,8,68800,feature,completed,2025-08-22
2025-07-22,low,medium,8,46700,bug,completed,2025-08-26
2025-07-22,medium,low,7,48600,bug,completed,2025-09-05
2025-07-22,medium,medium,7,74200,bug,completed,2025-08-31
2025-07-22,low,medium,6,48200,bug,completed,2025-08-24
2025-07-22,medium,high,6,46700,feature,completed,2025-08-19
2025-07-22,medium,high,7,24500,doc,completed,2025-08-18
2025-07-22,low,medium,5,52300,feature,completed,2025-09-02
2025-07-22,medium,low,6,39400,bug,completed,2025-08-23
2025-07-22,medium,low,10,27500,feature,completed,2025-08-11
2025-07-22,medium,low,10,56900,chore,completed,2025-08-09
2025-07-22,medium,medium,7,67800,bug,completed,2025-07-31
2025-07-22,medium,high,4,24400,bug,completed,2025-09-16
2025-07-22,medium,high,5,73900,bug,completed,2025-08-19
2025-07-22,low,low,7,97700,bug,completed,2025-08-06
2025-07-22,medium,medium,8,50400,chore,completed,2025-09-20
2025-07-22,low,low,10,46300,feature,completed,2025-08-18
2025-07-23,medium,low,7,80400,bug,completed,2025-08-23
2025-07-23,medium,medium,4,23100,doc,completed,2025-09-21
2025-07-23,medium,low,8,34100,feature,completed,2025-08-22
2025-07-23,medium,high,6,74000,bug,completed,2025-08-18
2025-07-23,medium,low,4,45900,bug,completed,2025-08-23
2025-07-23,high,medium,5,56000,feature,completed,2025-08-07
2025-07-23,medium,medium,3,61200,doc,completed,2025-08-07
2025-07-23,low,medium,5,17800,bug,completed,2025-08-18
2025-07-23,medium,medium,6,65000,bug,completed,2025-08-28
2025-07-23,low,low,7,46600,feature,completed,2025-08-13
2025-07-23,high,low,6,40800,bug,completed,2025-08-30
2025-07-23,medium,low,4,50400,chore,completed,2025-07-30
2025-07-23,high,medium,7,25900,bug,completed,2025-09-12
2025-07-23,medium,high,6,35700,bug,completed,2025-08-21
2025-07-23,medium,medium,3,28900,feature,completed,2025-07-27
2025-07-23,medium,medium,8,20700,feature,completed,2025-08-12
2025-07-23,low,high,6,35000,bug,completed,2025-09-02
2025-07-23,low,low,5,31600,feature,completed,2025-09-21
2025-07-23,high,medium,4,52400,feature,completed,2025-08-29
2025-07-23,medium,medium,7,46400,feature,completed,2025-07-31
2025-07-23,high,high,7,47700,feature,completed,2025-08-31
2025-07-23,medium,high,6,24100,feature,completed,2025-08-14
2025-07-23,low,low,8,47100,feature,completed,2025-08-25
2025-07-23,low,medium,6,56500,bug,completed,2025-08-31
2025-07-23,high,medium,7,58200,bug,completed,2025-08-20
2025-07-23,medium,low,10,51400,feature,completed,2025-07-30
2025-07-23,high,medium,4,64100,bug,completed,2025-08-13
2025-07-23,high,low,7,47600,feature,completed,2025-08-04
2025-07-23,low,medium,7,79800,doc,completed,2025-09-21
2025-07-23,medium,medium,2,36900,feature,completed,2025-08-01
2025-07-23,low,medium,6,32200,feature,completed,2025-09-04
2025-07-23,medium,medium,6,53500,chore,completed,2025-09-10
2025-07-23,medium,low,5,78400,bug,completed,2025-08-12
2025-07-23,medium,high,8,44200,bug,completed,2025-08-17
2025-07-23,low,low,4,83700,bug,completed,2025-08-31
2025-07-23,high,medium,6,73000,feature,completed,2025-07-28
2025-07-23,medium,medium,8,50400,bug,completed,2025-08-03
2025-07-23,medium,medium,7,24200,bug,completed,2025-07-28
2025-07-23,low,medium,6,42100,feature,completed,2025-08-10
2025-07-23,low,high,7,68300,bug,cancelled,2025-07-27
2025-07-23,medium,medium,7,55000,chore,completed,2025-09-21
2025-07-24,low,high,8,51100,bug,completed,2025-08-11
2025-07-24,medium,low,7,46800,bug,completed,2025-08-09
2025-07-24,low,medium,8,54500,bug,completed,2025-09-21
2025-07-24,medium,medium,7,37700,bug,completed,2025-09-22
2025-07-24,medium,medium,4,49700,feature,completed,2025-08-04
2025-07-24,medium,medium,8,83100,chore,completed,2025-08-05
2025-07-24,low,high,7,47600,feature,completed,2025-08-04
2025-07-24,low,low,8,65000,bug,completed,2025-08-09
2025-07-24,low,medium,4,36400,chore,completed,2025-08-15
2025-07-24,medium,low,5,85300,doc,completed,2025-08-13
2025-07-24,medium,medium,5,52400,chore,completed,2025-09-06
2025-07-24,medium,medium,7,59300,bug,completed,2025-09-16
2025-07-24,medium,high,9,53000,feature,completed,2025-08-06
2025-07-24,high,medium,4,68300,feature,completed,2025-07-29
2025-07-24,medium,medium,6,51000,feature,completed,2025-08-21
2025-07-24,high,medium,10,40200,feature,cancelled,2025-08-09
2025-07-24,low,medium,5,51000,feature,completed,2025-08-10
2025-07-24,medium,low,5,59000,bug,completed,2025-08-10
2025-07-24,low,medium,9,36700,chore,completed,2025-07-29
2025-07-24,medium,medium,4,33900,bug,completed,2025-08-06
2025-07-24,low,medium,6,44200,feature,completed,2025-08-03
2025-07-24,medium,low,8,64000,feature,completed,2025-08-08
2025-07-24,medium,medium,9,34900,bug,completed,2025-07-29
2025-07-24,low,medium,7,64900,chore,completed,2025-08-08
2025-07-24,medium,medium,5,65900,feature,completed,2025-08-28
2025-07-24,high,medium,7,49600,doc,completed,2025-08-14
2025-07-24,high,low,4,40100,feature,completed,2025-08-31
2025-07-24,high,high,7,46800,feature,completed,2025-08-18
2025-07-24,medium,medium,5,68900,feature,completed,2025-08-08
2025-07-24,low,low,7,48600,chore,completed,2025-08-11
2025-07-24,medium,medium,6,42500,feature,completed,2025-08-13
2025-07-24,low,high,4,42000,doc,completed,2025-08-16
2025-07-24,high,medium,4,39300,feature,completed,2025-08-17
2025-07-24,medium,medium,6,36100,bug,completed,2025-09-22
2025-07-24,low,medium,7,36200,feature,completed,2025-08-09
2025-07-24,low,low,8,15400,bug,completed,2025-08-28
2025-07-24,medium,low,3,68400,chore,completed,2025-08-14
2025-07-24,low,low,6,73400,feature,completed,2025-08-10
2025-07-24,low,low,7,77200,doc,completed,2025-09-08
2025-07-24,medium,medium,6,46900,feature,completed,2025-08-21
2025-07-24,medium,medium,9,52400,bug,completed,2025-09-22
2025-07-24,medium,medium,7,30100,feature,completed,2025-08-28
2025-07-24,medium,medium,4,53800,bug,completed,2025-09-18
2025-07-24,low,medium,5,41100,chore,completed,2025-08-07
2025-07-25,medium,low,5,46700,bug,completed,2025-09-23
2025-07-25,medium,low,9,58800,bug,completed,2025-07-29
2025-07-25,medium,low,5,54100,chore,completed,2025-07-30
2025-07-25,low,high,7,76400,bug,completed,2025-08-25
2025-07-25,high,high,9,22900,bug,completed,2025-09-15
2025-07-25,medium,medium,6,25700,doc,completed,2025-08-07
2025-07-25,medium,medium,8,50000,bug,completed,2025-08-25
2025-07-25,medium,high,2,46100,feature,completed,2025-08-29
2025-07-25,high,medium,8,53400,feature,completed,2025-08-28
2025-07-25,medium,medium,7,38600,bug,completed,2025-08-19
2025-07-25,high,medium,7,50200,doc,completed,2025-08-13
2025-07-25,high,high,7,73600,feature,completed,2025-08-11
2025-07-25,high,low,3,73200,feature,completed,2025-09-07
2025-07-25,medium,low,8,69800,feature,completed,2025-08-10
2025-07-25,medium,low,9,46400,feature,completed,2025-08-12
2025-07-25,medium,low,2,54200,doc,completed,2025-08-30
2025-07-25,low,low,3,49300,bug,completed,2025-09-15
2025-07-25,high,medium,7,44900,bug,completed,2025-08-07
2025-07-25,medium,medium,5,70700,bug,completed,2025-09-05
2025-07-25,medium,medium,9,50600,chore,completed,2025-08-07
2025-07-25,medium,medium,6,28300,bug,completed,2025-08-12
2025-07-25,low,medium,4,57400,feature,completed,2025-08-04
2025-07-25,medium,low,6,35100,bug,completed,2025-08-27
2025-07-25,low,medium,7,62600,bug,cancelled,2025-07-28
2025-07-25,high,low,3,42500,bug,completed,2025-08-05
2025-07-25,low,medium,10,57600,feature,completed,2025-07-28
2025-07-25,low,medium,5,86400,chore,completed,2025-09-16
2025-07-25,medium,medium,5,57000,bug,completed,2025-08-19
2025-07-26,high,low,8,45800,chore,completed,2025-08-21
2025-07-26,high,low,6,49900,feature,completed,2025-09-07
2025-07-26,high,medium,5,47400,bug,completed,2025-09-19
2025-07-26,low,high,4,55300,feature,completed,2025-08-17
2025-07-26,medium,medium,9,52100,bug,completed,2025-07-29
2025-07-26,medium,low,8,49300,bug,completed,2025-08-23
2025-07-26,high,low,7,53300,bug,completed,2025-08-29
2025-07-26,low,medium,3,42300,feature,completed,2025-09-24
2025-07-26,medium,medium,4,53700,bug,completed,2025-08-06
2025-07-26,low,high,9,63300,feature,completed,2025-09-24
2025-07-26,medium,high,5,38600,bug,completed,2025-08-28
2025-07-26,high,medium,4,66500,bug,completed,2025-08-20
2025-07-26,medium,medium,11,31200,bug,completed,2025-08-19
2025-07-26,high,low,5,37000,bug,completed,2025-08-07
2025-07-26,high,low,6,87500,bug,completed,2025-08-09
2025-07-26,high,medium,8,25200,doc,completed,2025-08-19
2025-07-26,low,low,6,61500,bug,completed,2025-08-10
2025-07-26,low,medium,5,60500,bug,completed,2025-09-11
2025-07-28,medium,low,8,48900,bug,completed,2025-08-03
2025-07-28,low,medium,10,45200,bug,completed,2025-08-20
2025-07-28,high,low,6,64900,bug,completed,2025-09-09
2025-07-28,high,high,3,75900,bug,completed,2025-08-27
2025-07-28,medium,medium,6,47000,feature,completed,2025-08-14
2025-07-28,medium,medium,5,28600,bug,completed,2025-08-25
2025-07-28,high,medium,8,46100,bug,completed,2025-09-03
2025-07-28,high,low,5,49400,bug,completed,2025-08-23
2025-07-28,medium,high,3,81500,bug,completed,2025-08-20
2025-07-28,medium,medium,7,34800,feature,completed,2025-08-18
2025-07-28,high,high,4,62400,bug,completed,2025-08-26
2025-07-28,medium,medium,5,51200,feature,completed,2025-09-26
2025-07-28,medium,high,9,57000,feature,completed,2025-08-14
2025-07-28,medium,medium,6,42400,chore,completed,2025-09-06
2025-07-28,low,high,5,34000,bug,completed,2025-08-24
2025-07-28,high,medium,9,45500,feature,completed,2025-08-16
2025-07-28,high,medium,7,42100,bug,completed,2025-08-19
2025-07-28,medium,medium,5,68100,feature,completed,2025-08-22
2025-07-28,high,low,8,51400,bug,completed,2025-08-06
2025-07-28,low,low,7,47400,feature,completed,2025-08-18
2025-07-28,high,medium,4,55600,bug,completed,2025-08-05
2025-07-28,medium,medium,6,24700,feature,completed,2025-09-01
2025-07-28,medium,medium,4,52700,bug,completed,2025-08-10
2025-07-28,low,low,6,42300,feature,completed,2025-09-13
2025-07-28,low,high,6,45700,feature,completed,2025-08-14
2025-07-28,medium,low,10,66600,bug,completed,2025-08-20
2025-07-28,high,medium,6,52500,bug,completed,2025-09-21
2025-07-28,high,medium,5,50800,feature,completed,2025-08-31
2025-07-28,medium,low,6,79200,bug,completed,2025-08-14
2025-07-28,low,medium,7,28400,chore,completed,2025-09-26
2025-07-28,medium,low,7,43100,bug,completed,2025-09-10
2025-07-28,high,low,8,27300,feature,completed,2025-08-27
2025-07-28,low,medium,6,78600,bug,completed,2025-08-20
2025-07-28,medium,medium,5,37100,bug,completed,2025-09-05
2025-07-28,low,high,3,63000,bug,completed,2025-09-06
2025-07-28,medium,medium,7,67100,bug,completed,2025-09-26
2025-07-28,medium,low,8,29200,feature,completed,2025-08-06
2025-07-28,high,medium,9,52600,chore,completed,2025-08-07
2025-07-28,high,medium,4,44400,feature,completed,2025-08-16
2025-07-28,medium,high,7,39100,bug,completed,2025-09-12
2025-07-28,high,high,10,47800,bug,completed,2025-08-09
2025-07-28,medium,low,5,52400,feature,completed,2025-08-16
2025-07-28,high,medium,7,39900,bug,completed,2025-08-15
2025-07-28,low,medium,6,42000,feature,completed,2025-08-06
2025-07-28,medium,low,7,38500,bug,completed,2025-09-26
2025-07-29,high,medium,5,45400,feature,completed,2025-09-10
2025-07-29,low,medium,7,57000,bug,completed,2025-08-27
2025-07-29,high,medium,8,81600,bug,completed,2025-08-28
2025-07-29,medium,low,5,56400,bug,completed,2025-08-12
2025-07-29,low,medium,7,46900,bug,completed,2025-08-02
2025-07-29,medium,medium,4,63900,bug,completed,2025-08-23
2025-07-29,medium,low,5,41600,feature,completed,2025-08-10
2025-07-29,medium,low,6,54100,bug,completed,2025-08-28
2025-07-29,high,high,8,37100,feature,completed,2025-08-31
2025-07-29,high,high,8,69900,doc,completed,2025-08-15
2025-07-29,medium,medium,7,57800,chore,completed,2025-08-14
2025-07-29,high,low,7,36800,feature,completed,2025-09-14
2025-07-29,medium,low,5,67600,feature,completed,2025-08-18
2025-07-29,low,medium,5,62700,doc,completed,2025-08-20
2025-07-29,low,low,10,58000,chore,completed,2025-08-04
2025-07-29,medium,medium,4,57800,feature,completed,2025-08-18
2025-07-29,medium,medium,8,44000,bug,completed,2025-08-21
2025-07-29,medium,medium,6,64600,chore,completed,2025-08-16
2025-07-29,medium,low,2,58000,bug,completed,2025-08-16
2025-07-29,low,medium,9,53900,bug,completed,2025-09-27
2025-07-29,medium,medium,6,31800,feature,completed,2025-09-04
2025-07-29,medium,medium,8,42700,feature,completed,2025-08-12
2025-07-29,medium,medium,7,51800,bug,completed,2025-08-20
2025-07-29,low,low,5,22400,bug,completed,2025-08-10
2025-07-29,medium,medium,9,36700,bug,completed,2025-08-02
2025-07-29,low,low,7,76600,feature,completed,2025-08-21
2025-07-29,low,medium,7,58300,feature,completed,2025-09-27
2025-07-29,high,low,5,42700,feature,completed,2025-08-30
2025-07-29,low,medium,5,30700,feature,completed,2025-08-13
2025-07-29,medium,low,6,85400,feature,completed,2025-08-14
2025-07-29,medium,low,2,40300,bug,completed,2025-08-01
2025-07-29,medium,high,11,53400,bug,completed,2025-09-22
2025-07-29,medium,medium,2,54300,feature,completed,2025-08-11
2025-07-29,low,low,5,61100,doc,completed,2025-08-22
2025-07-29,low,low,6,16700,feature,completed,2025-08-07
2025-07-29,high,medium,2,46900,bug,completed,2025-09-20
2025-07-29,medium,low,4,50900,feature,completed,2025-08-13
2025-07-30,low,high,8,55200,chore,completed,2025-08-02
2025-07-30,high,low,4,27500,feature,completed,2025-09-18
2025-07-30,low,low,4,71800,feature,completed,2025-09-28
2025-07-30,low,medium,9,68000,chore,completed,2025-08-05
2025-07-30,medium,high,4,49200,chore,completed,2025-09-08
2025-07-30,medium,medium,5,67900,bug,completed,2025-08-16
2025-07-30,medium,medium,5,33300,bug,completed,2025-08-04
2025-07-30,medium,medium,7,64900,bug,completed,2025-08-08
2025-07-30,medium,low,8,62500,bug,completed,2025-08-04
2025-07-30,medium,low,8,43200,doc,completed,2025-08-02
2025-07-30,low,medium,7,37200,bug,completed,2025-08-07
2025-07-30,medium,medium,6,46300,feature,completed,2025-08-12
2025-07-30,high,high,6,46000,chore,completed,2025-08-23
2025-07-30,medium,medium,6,74800,bug,completed,2025-08-06
2025-07-30,high,high,7,27500,bug,completed,2025-08-29
2025-07-30,medium,low,7,69500,feature,completed,2025-08-24
2025-07-30,low,medium,8,54100,chore,completed,2025-09-12
2025-07-30,medium,low,7,29800,feature,completed,2025-08-12
2025-07-30,high,high,6,11700,feature,completed,2025-08-08
2025-07-30,medium,medium,6,44100,bug,completed,2025-08-08
2025-07-30,medium,low,8,53300,chore,completed,2025-08-10
2025-07-30,low,medium,5,49500,bug,completed,2025-08-25
2025-07-30,low,low,4,63400,doc,completed,2025-08-23
2025-07-30,low,medium,4,48400,bug,completed,2025-08-09
2025-07-30,high,low,6,23600,bug,completed,2025-09-05
2025-07-30,high,medium,9,41800,bug,completed,2025-08-25
2025-07-30,medium,medium,9,53100,feature,completed,2025-08-12
2025-07-30,low,medium,7,47300,chore,completed,2025-08-22
2025-07-30,low,low,8,64500,chore,completed,2025-08-23
2025-07-30,medium,high,4,29000,chore,completed,2025-09-14
2025-07-30,medium,medium,9,66800,feature,completed,2025-08-14
2025-07-30,medium,medium,4,62400,bug,completed,2025-08-16
2025-07-30,medium,medium,7,45100,feature,completed,2025-09-28
2025-07-30,medium,low,5,50500,chore,completed,2025-08-30
2025-07-30,low,low,7,50300,feature,completed,2025-08-12
2025-07-30,low,high,6,61000,chore,completed,2025-08-18
2025-07-30,high,low,8,63300,feature,completed,2025-08-28
2025-07-30,low,low,6,58200,bug,completed,2025-09-28
2025-07-30,medium,high,2,59000,bug,completed,2025-09-13
2025-07-31,low,low,6,36500,bug,completed,2025-08-25
2025-07-31,low,medium,4,86100,feature,completed,2025-08-30
